id,gender,race
274,m,black
275,f,white
276,m,black
277,m,white
278,m,black
279,m,black
280,m,white
281,m,black
282,m,black
283,m,black
284,m,white
285,m,hispanic
286,m,hispanic
287,m,black
288,m,black
289,m,black
290,m,white
291,m,white
292,m,black
293,f,white
294,m,black
295,m,black
296,m,black
297,m,white
298,m,black
299,m,white
300,f,white
301,m,black
302,m,black
303,f,black
304,m,white
305,f,white
306,m,white
307,m,black
308,m,black
309,m,black
310,m,black
311,m,black
312,m,black
313,m,black
314,f,black
315,m,black
316,f,white
317,m,black
318,m,white
319,m,black
320,m,black
321,m,black
322,m,hispanic
323,m,black
324,m,white
325,m,white
326,m,white
327,m,white
328,m,white
329,m,black
330,m,black
331,m,white
332,m,white
333,m,black
334,m,black
335,m,black
336,m,black
337,m,black
338,m,black
339,f,white
340,m,white
341,f,white
342,m,white
343,m,black
344,m,black
345,m,white
346,m,black
347,m,black
348,m,black
349,f,white
350,f,black
351,m,black
352,m,black
353,m,black
354,m,white
355,m,black
356,m,black
357,f,white
358,m,black
359,m,black
360,m,black
361,m,white
362,m,black
363,f,white
364,m,black
365,m,black
366,m,black
367,m,black
368,m,black
369,m,black
370,m,white
371,m,black
372,m,black
373,m,hispanic
374,m,white
375,m,black
376,m,black
377,f,black
378,f,white
379,m,black
380,f,white
381,m,black
382,m,black
383,m,white
384,m,black
385,f,black
386,m,white
387,m,white
388,m,black
389,m,black
390,m,black
391,m,black
392,m,white
393,m,white
394,m,white
395,f,white
396,m,black
397,m,black
398,m,hispanic
399,m,black
400,f,black
401,m,black
402,m,black
403,f,white
404,f,white
405,m,white
406,f,white
407,m,white
408,m,white
409,m,black
410,m,white
411,m,hispanic
412,f,black
413,m,hispanic
414,f,black
415,m,white
416,f,white
417,m,white
418,m,black
419,f,black
420,m,black
421,m,black
422,m,white
423,m,black
424,m,white
425,m,white
426,m,black
427,m,hispanic
428,m,black
429,m,black
430,m,black
431,m,black
432,m,black
433,m,white
434,m,white
435,m,black
436,m,black
437,m,white
438,m,black
439,m,white
440,m,white
441,m,black
442,m,black
443,m,white
444,m,black
445,f,white
446,m,black
447,m,black
448,m,black
449,m,black
450,f,white
451,m,black
452,m,white
453,m,white
454,f,black
455,f,white
456,m,black
457,m,white
458,m,white
459,m,white
460,m,white
461,m,black
462,m,black
463,m,black
464,m,white
465,m,white
466,m,black
467,f,white
468,f,white
469,m,white
470,m,white
471,m,hispanic
472,m,white
473,m,black
474,m,white
475,m,black
476,m,black
477,m,white
478,m,black
479,m,white
480,f,white
481,f,white
482,m,black
483,m,black
484,m,black
485,m,black
486,m,white
487,m,black
488,m,black
489,f,black
490,m,black
491,m,white
492,m,hispanic
493,m,black
494,m,white
495,f,black
496,m,black
497,m,white
498,m,white
499,m,black
500,m,black
501,m,white
502,m,black
503,m,black
504,m,black
505,m,hispanic
506,f,white
507,m,hispanic
508,m,black
509,m,black
510,m,black
511,m,white
512,m,black
513,m,white
514,m,hispanic
515,f,black
516,m,black
517,m,black
518,m,black
519,m,white
520,m,black
521,m,white
522,m,white
523,m,white
524,m,white
525,m,black
526,m,black
527,m,white
528,m,black
529,m,black
530,m,black
531,f,white
532,m,black
533,m,white
534,m,white
535,m,black
536,m,hispanic
537,m,black
538,m,black
539,m,white
540,m,black
541,m,black
542,m,black
543,m,white
544,m,black
545,f,white
546,m,black
547,m,white
548,m,black
549,m,white
550,m,black
551,m,white
552,m,white
553,m,black
554,m,white
555,m,black
556,m,hispanic
557,m,black
558,m,black
559,m,white
560,m,black
561,m,white
562,m,black
563,m,black
564,m,black
565,f,black
566,m,black
567,m,white
568,m,black
569,m,white
570,m,white
571,m,black
572,f,white
573,m,black
574,m,black
575,m,black
576,m,white
577,f,white
578,m,black
579,m,black
580,m,white
581,m,white
582,m,white
583,m,black
584,m,black
585,m,black
586,m,white
587,m,black
588,m,white
589,m,black
590,m,white
591,m,black
592,m,black
593,m,black
594,m,white
595,f,white
596,m,black
597,m,white
598,f,white
599,m,black
600,m,white
601,m,hispanic
602,m,white
603,m,white
604,m,white
605,m,black
606,m,black
607,m,black
608,m,black
609,m,black
610,m,black
611,m,hispanic
612,m,white
613,m,black
614,m,hispanic
615,m,black
616,m,white
617,m,black
618,f,white
619,m,white
620,f,black
621,m,black
622,f,black
623,m,black
624,m,black
625,m,white
626,m,black
627,m,white
628,m,black
629,m,black
630,m,white
631,m,white
632,f,white
633,m,white
634,m,white
635,m,white
636,m,white
637,m,black
638,m,white
639,m,white
640,m,black
641,m,black
642,m,white
643,m,white
644,f,black
645,m,white
646,m,black
647,m,white
648,m,black
649,m,white
650,m,black
651,f,black
652,m,white
653,f,white
654,m,hispanic
655,m,black
656,m,hispanic
657,f,white
658,f,white
659,m,white
660,m,black
661,m,black
662,f,white
663,m,black
664,m,black
665,m,black
666,m,white
667,f,white
668,m,white
669,m,white
670,f,white
671,m,black
672,m,white
673,m,white
674,m,black
675,m,white
676,m,white
677,m,black
678,m,white
679,m,black
680,m,hispanic
681,m,white
682,m,black
683,m,white
684,f,white
685,m,white
686,m,black
687,m,black
688,m,black
689,m,black
690,m,white
691,m,white
692,m,white
693,f,white
694,m,black
695,m,black
696,f,black
697,m,black
698,m,black
699,m,white
700,m,black
701,m,white
702,m,hispanic
703,m,black
704,f,black
705,m,black
706,m,black
707,f,hispanic
708,m,black
709,m,black
710,m,black
711,f,black
712,m,black
713,m,black
714,m,black
715,m,black
716,m,black
717,m,white
718,f,white
719,f,hispanic
720,m,black
721,m,hispanic
722,m,white
723,m,black
724,m,black
725,f,white
726,m,black
727,m,white
728,m,hispanic
729,m,black
730,f,white
731,m,white
732,m,black
733,m,black
734,m,white
735,m,white
736,m,black
737,f,white
738,m,white
739,m,black
740,m,black
741,m,black
742,f,white
743,m,black
744,m,white
745,m,white
746,m,black
747,m,white
748,f,white
749,m,black
750,m,black
751,m,black
752,f,black
753,m,black
754,m,black
755,m,white
756,m,black
757,m,white
758,m,white
759,m,black
760,m,black
761,m,black
762,m,black
763,m,black
764,m,black
765,m,white
766,f,white
767,m,white
768,m,black
769,m,white
770,m,black
771,f,black
772,m,white
773,f,white
774,m,black
775,m,white
776,m,black
777,m,white
778,m,white
779,m,white
780,m,white
781,m,black
782,f,black
783,m,black
784,m,black
785,m,white
786,f,white
787,m,hispanic
788,f,black
789,f,black
790,f,white
791,m,black
792,m,white
793,m,black
794,m,white
795,m,black
796,m,white
797,m,white
798,m,white
799,m,white
800,m,hispanic
801,f,black
802,m,white
803,m,white
804,m,black
805,m,black
806,m,black
807,m,white
808,m,black
809,m,black
810,m,black
811,m,black
812,m,black
813,m,black
814,m,white
815,m,hispanic
816,m,black
817,m,black
818,f,white
819,m,white
820,m,black
821,m,black
822,m,black
823,m,white
824,m,black
825,m,black
826,f,black
827,m,black
828,m,white
829,m,black
830,m,black
831,m,white
832,m,white
833,m,white
834,m,white
835,m,black
836,m,black
837,m,white
838,m,black
839,m,hispanic
840,m,black
841,m,white
842,m,white
843,m,black
844,m,hispanic
845,m,black
846,m,black
847,m,hispanic
848,m,black
849,m,white
850,m,black
851,m,black
852,m,black
853,m,black
854,m,black
855,f,black
856,m,black
857,f,white
858,m,black
859,m,white
860,m,white
861,m,black
862,m,black
863,m,black
864,m,white
865,m,black
866,m,black
867,m,white
868,m,white
869,m,black
870,m,black
871,m,black
872,m,black
873,m,white
874,m,black
875,m,black
876,f,white
877,m,black
878,m,white
879,m,white
880,m,black
881,f,white
882,m,white
883,m,white
884,f,white
885,m,black
886,m,black
887,m,white
888,f,white
889,m,black
890,m,black
891,f,black
892,m,black
893,m,white
894,f,white
895,m,black
896,f,white
897,m,black
898,m,black
899,m,black
900,m,black
901,m,black
902,m,black
903,f,black
904,m,white
905,m,black
906,m,black
907,m,black
908,m,black
909,m,black
910,m,hispanic
911,f,black
912,m,black
913,f,black
914,m,white
915,m,black
916,m,hispanic
917,m,black
918,m,black
919,f,black
920,m,black
921,m,black
922,m,white
923,m,black
924,m,hispanic
925,f,hispanic
926,f,black
927,m,black
928,m,black
929,m,white
930,m,black
931,m,black
932,m,white
933,m,black
934,f,black
935,f,white
936,m,white
937,m,hispanic
938,m,white
939,m,black
940,f,white
941,m,black
942,m,white
943,f,white
944,m,black
945,m,black
946,m,black
947,m,white
948,m,black
949,m,white
950,m,black
951,m,black
952,m,black
953,m,black
954,m,black
955,f,white
956,m,black
957,m,white
958,f,white
959,m,black
960,f,white
961,m,black
962,m,black
963,m,black
964,f,white
965,m,white
966,m,black
967,m,white
968,m,hispanic
969,m,black
970,m,white
971,m,black
972,m,black
973,m,black
974,f,black
975,m,black
976,f,black
977,m,black
978,m,black
979,m,white
980,m,black
981,m,black
982,m,white
983,m,white
984,m,black
985,m,white
986,f,white
987,m,hispanic
988,m,black
989,m,white
990,m,black
991,m,black
992,m,white
993,m,black
994,m,hispanic
995,m,black
996,m,black
997,m,black
998,f,white
999,f,black
1000,m,white
1001,m,black
1002,m,black
1003,m,white
1004,f,white
1005,m,black
1006,f,white
1007,m,white
1008,m,black
1009,m,white
1010,m,black
1011,m,black
1012,m,hispanic
1013,m,white
1014,m,white
1015,m,black
1016,m,black
1017,m,black
1018,f,black
1019,m,black
1020,m,black
1021,m,black
1022,f,white
1023,m,black
1024,m,black
1025,m,black
1026,m,black
1027,m,white
1028,f,white
1029,m,black
1030,m,black
1031,m,black
1032,m,black
1033,m,white
1034,m,black
1035,m,black
1036,m,black
1037,m,white
1038,m,white
1039,m,black
1040,m,white
1041,m,hispanic
1042,m,black
1043,m,black
1044,m,black
1045,f,black
1046,m,black
1047,m,white
1048,m,white
1049,m,white
1050,f,white
1051,m,black
1052,m,white
1053,m,black
1054,m,black
1055,m,black
1056,f,white
1057,m,white
1058,m,black
1059,m,white
1060,f,white
1061,m,black
1062,m,white
1063,m,black
1064,m,black
1065,m,white
1066,m,black
1067,m,white
1068,m,black
1069,m,white
1070,m,white
1071,m,black
1072,m,black
1073,m,black
1074,m,hispanic
1075,m,black
1076,m,black
1077,m,black
1078,m,black
1079,m,black
1080,m,hispanic
1081,m,white
1082,m,white
1083,f,black
1084,f,white
1085,m,black
1086,m,white
1087,m,white
1088,m,white
1089,m,black
1090,m,black
1091,m,black
1092,m,black
1093,m,black
1094,m,white
1095,m,black
1096,f,black
1097,m,black
1098,m,white
1099,m,white
1100,m,black
1101,m,black
1102,m,white
1103,m,white
1104,m,black
1105,f,black
1106,m,black
1107,m,hispanic
1108,m,white
1109,f,white
1110,m,black
1111,m,white
1112,f,black
1113,f,black
1114,m,black
1115,m,black
1116,m,hispanic
1117,m,black
1118,m,white
1119,m,black
1120,m,white
1121,m,black
1122,m,white
1123,f,black
1124,m,white
1125,m,white
1126,f,white
1127,m,white
1128,m,white
1129,m,black
1130,m,black
1131,m,black
1132,m,white
1133,m,black
1134,m,black
1135,m,black
1136,m,black
1137,m,black
1138,m,black
1139,m,black
1140,m,hispanic
1141,m,black
1142,m,white
1143,m,white
1144,m,black
1145,m,black
1146,m,black
1147,m,black
1148,m,black
1149,m,black
1150,m,black
1151,m,hispanic
1152,m,black
1153,m,white
1154,m,white
1155,m,black
1156,m,black
1157,m,white
1158,m,white
1159,m,black
1160,f,black
1161,m,black
1162,m,black
1163,m,white
1164,m,black
1165,m,black
1166,m,white
1167,f,white
1168,m,black
1169,m,black
1170,m,white
1171,m,white
1172,m,black
1173,f,white
1174,m,black
1175,m,black
1176,m,white
1177,m,black
1178,m,white
1179,m,black
1180,m,white
1181,m,black
1182,m,white
1183,m,black
1184,m,black
1185,m,black
1186,m,black
1187,m,black
1188,m,black
1189,m,black
1190,m,black
1191,m,black
1192,m,white
1193,m,black
1194,m,black
1195,m,white
1196,m,black
1197,m,white
1198,m,black
1199,m,white
1200,m,white
1201,m,black
1202,m,black
1203,m,white
1204,m,black
1205,m,black
1206,m,black
1207,m,black
1208,m,white
1209,m,black
1210,m,white
1211,m,hispanic
1212,m,white
1213,m,white
1214,m,black
1215,m,black
1216,m,black
1217,m,white
1218,m,white
1219,m,white
1220,m,black
1221,m,white
1222,m,black
1223,m,white
1224,m,white
1225,m,black
1226,m,white
1227,m,black
1228,m,black
1229,m,white
1230,m,black
1231,m,white
1232,m,black
1233,m,white
1234,f,black
1235,m,white
1236,m,white
1237,f,hispanic
1238,m,black
1239,m,white
1240,m,black
1241,f,white
1242,m,black
1243,m,white
1244,f,white
1245,m,white
1246,m,black
1247,m,white
1248,m,black
1249,m,white
1250,m,white
1251,m,black
1252,m,white
1253,m,black
1254,m,black
1255,m,white
1256,m,black
1257,m,white
1258,m,black
1259,f,white
1260,f,black
1261,m,black
1262,m,black
1263,m,black
1264,m,black
1265,m,black
1266,m,white
1267,m,black
1268,m,black
1269,f,white
1270,m,hispanic
1271,m,black
1272,m,white
1273,m,black
1274,m,black
1275,m,black
1276,m,hispanic
1277,m,black
1278,m,black
1279,m,white
1280,f,white
1281,m,white
1282,m,white
1283,m,black
1284,m,hispanic
1285,m,white
1286,m,white
1287,m,white
1288,m,white
1289,f,white
1290,m,black
1291,f,white
1292,m,white
1293,m,black
1294,m,black
1295,m,white
1296,m,white
1297,m,black
1298,f,white
1299,m,black
1300,m,black
1301,m,black
1302,m,white
1303,m,black
1304,m,white
1305,m,white
1306,f,white
1307,m,black
1308,f,white
1309,m,black
1310,m,black
1311,m,black
1312,m,white
1313,m,black
1314,m,black
1315,m,black
1316,m,white
1317,m,white
1318,m,black
1319,m,black
1320,m,black
1321,f,white
1322,m,black
1323,m,black
1324,f,black
1325,m,black
1326,m,black
1327,m,white
1328,m,black
1329,f,white
1330,m,black
1331,m,white
1332,m,black
1333,m,black
1334,m,black
1335,f,white
1336,m,white
1337,m,white
1338,m,black
1339,m,white
1340,m,white
1341,m,black
1342,m,white
1343,f,white
1344,m,white
1345,m,white
1346,m,black
1347,m,black
1348,m,black
1349,m,white
1350,m,hispanic
1351,m,black
1352,m,black
1353,m,black
1354,m,black
1355,m,black
1356,f,black
1357,m,white
1358,m,black
1359,m,white
1360,m,black
1361,m,black
1362,m,black
1363,m,white
1364,m,white
1365,m,black
1366,m,black
1367,m,white
1368,m,black
1369,m,black
1370,m,black
1371,m,hispanic
1372,m,black
1373,m,white
1374,m,black
1375,m,white
1376,m,black
1377,m,white
1378,m,black
1379,m,white
1380,m,black
1381,m,black
1382,m,black
1383,m,hispanic
1384,m,black
1385,m,white
1386,m,black
1387,m,black
1388,m,black
1389,f,white
1390,m,black
1391,m,black
1392,m,black
1393,m,white
1394,m,white
1395,m,white
1396,m,black
1397,m,black
1398,m,white
1399,m,black
1400,m,black
1401,m,hispanic
1402,m,black
1403,m,black
1404,m,black
1405,m,black
1406,m,black
1407,m,black
1408,m,white
1409,m,white
1410,m,black
1411,f,black
1412,f,white
1413,m,black
1414,f,black
1415,f,white
1416,m,black
1417,m,white
1418,m,black
1419,m,white
1420,m,black
1421,m,black
1422,m,white
1423,m,white
1424,m,black
1425,m,black
1426,m,white
1427,m,white
1428,m,white
1429,m,white
1430,m,hispanic
1431,m,white
1432,m,black
1433,f,white
1434,m,hispanic
1435,m,white
1436,m,black
1437,m,black
1438,m,black
1439,m,black
1440,f,black
1441,m,black
1442,m,black
1443,m,black
1444,m,white
1445,m,white
1446,m,white
1447,f,white
1448,m,white
1449,m,black
1450,f,white
1451,m,black
1452,m,white
1453,m,black
1454,m,black
1455,m,black
1456,m,black
1457,m,white
1458,m,white
1459,m,white
1460,m,black
1461,m,white
1462,m,white
1463,m,white
1464,f,black
1465,m,white
1466,m,black
1467,m,white
1468,m,white
1469,m,white
1470,m,black
1471,m,black
1472,m,white
1473,f,black
1474,m,white
1475,m,white
1476,m,black
1477,m,white
1478,m,black
1479,m,white
1480,m,white
1481,m,white
1482,f,black
1483,f,white
1484,m,white
1485,m,black
1486,m,black
1487,m,white
1488,m,black
1489,f,white
1490,f,white
1491,m,black
1492,m,black
1493,m,white
1494,m,white
1495,m,black
1496,f,white
1497,m,white
1498,m,white
1499,m,black
1500,m,black
1501,m,black
1502,m,white
1503,f,white
1504,m,black
1505,m,black
1506,m,black
1507,f,white
1508,m,white
1509,m,white
1510,m,white
1511,m,white
1512,m,black
1513,m,white
1514,m,white
1515,m,black
1516,m,black
1517,f,white
1518,m,black
1519,m,black
1520,m,black
1521,m,black
1522,m,white
1523,m,black
1524,m,white
1525,m,black
1526,m,white
1527,m,hispanic
1528,m,black
1529,m,black
1530,m,black
1531,m,white
1532,m,black
1533,m,black
1534,m,white
1535,m,black
1536,m,black
1537,m,white
1538,m,white
1539,m,black
1540,m,black
1541,m,black
1542,f,white
1543,f,white
1544,f,white
1545,m,black
1546,m,white
1547,m,black
1548,m,black
1549,m,hispanic
1550,m,black
1551,m,hispanic
1552,f,white
1553,m,hispanic
1554,m,white
1555,f,white
1556,m,hispanic
1557,m,black
1558,m,black
1559,m,black
1560,m,black
1561,f,white
1562,m,white
1563,m,black
1564,m,black
1565,m,black
1566,m,black
1567,m,hispanic
1568,m,hispanic
1569,m,black
1570,m,black
1571,m,white
1572,m,black
1573,m,white
1574,m,white
1575,m,black
1576,f,black
1577,m,black
1578,m,black
1579,m,black
1580,m,black
1581,m,black
1582,m,black
1583,m,black
1584,m,black
1585,m,white
1586,m,black
1587,m,black
1588,m,black
1589,f,white
1590,m,white
1591,m,black
1592,m,white
1593,m,white
1594,m,black
1595,m,black
1596,f,black
1597,m,white
1598,m,black
1599,m,black
1600,m,black
1601,m,white
1602,m,black
1603,m,black
1604,m,white
1605,m,black
1606,m,black
1607,f,black
1608,m,white
1609,m,black
1610,f,white
1611,m,black
1612,m,black
1613,m,black
1614,m,white
1615,m,white
1616,m,white
1617,m,black
1618,m,black
1619,m,white
1620,m,black
1621,m,white
1622,m,black
1623,m,white
1624,m,black
1625,m,white
1626,m,white
1627,m,black
1628,m,white
1629,m,black
1630,m,black
1631,m,white
1632,m,white
1633,m,black
1634,m,black
1635,m,black
1636,m,white
1637,m,black
1638,m,black
1639,m,black
1640,m,white
1641,m,white
1642,m,white
1643,m,black
1644,m,black
1645,m,black
1646,m,black
1647,m,white
1648,f,white
1649,m,white
1650,m,white
1651,m,black
1652,m,white
1653,f,black
1654,m,black
1655,m,black
1656,m,white
1657,m,white
1658,m,black
1659,m,black
1660,m,black
1661,m,white
1662,m,white
1663,m,black
1664,m,hispanic
1665,f,black
1666,m,white
1667,m,black
1668,m,black
1669,m,black
1670,m,white
1671,m,white
1672,m,black
1673,m,white
1674,m,white
1675,m,black
1676,m,white
1677,m,black
1678,f,black
1679,m,black
1680,m,white
1681,m,white
1682,m,hispanic
1683,m,white
1684,m,black
1685,m,white
1686,m,white
1687,m,white
1688,m,black
1689,m,white
1690,f,white
1691,m,white
1692,f,black
1693,m,black
1694,f,white
1695,m,white
1696,m,black
1697,m,black
1698,m,white
1699,m,black
1700,m,white
1701,m,white
1702,m,white
1703,m,black
1704,f,white
1705,m,black
1706,m,white
1707,m,white
1708,m,white
1709,m,black
1710,m,black
1711,m,white
1712,f,white
1713,m,white
1714,f,black
1715,m,black
1716,m,black
1717,m,black
1718,m,black
1719,f,black
1720,m,black
1721,m,black
1722,m,white
1723,m,black
1724,m,black
1725,f,black
1726,m,black
1727,m,hispanic
1728,m,white
1729,m,white
1730,m,black
1731,m,black
1732,m,black
1733,m,black
1734,m,black
1735,m,black
1736,m,black
1737,m,black
1738,m,white
1739,m,black
1740,m,black
1741,m,black
1742,m,black
1743,m,black
1744,m,black
1745,m,black
1746,m,black
1747,m,black
1748,m,black
1749,m,white
1750,m,white
1751,m,black
1752,m,black
1753,m,white
1754,m,black
1755,m,black
1756,m,hispanic
1757,m,black
1758,m,black
1759,m,white
1760,m,white
1761,m,black
1762,m,white
1763,m,hispanic
1764,m,black
1765,m,white
1766,m,black
1767,m,hispanic
1768,m,white
1769,m,white
1770,m,black
1771,f,black
1772,m,black
1773,m,black
1774,f,black
1775,m,white
1776,m,black
1777,m,black
1778,m,black
1779,m,black
1780,m,black
1781,m,white
1782,m,white
1783,m,black
1784,m,black
1785,f,white
1786,m,white
1787,m,black
1788,m,black
1789,m,hispanic
1790,m,black
1791,f,white
1792,f,black
1793,m,white
1794,f,white
1795,m,black
1796,m,black
1797,m,black
1798,m,black
1799,m,white
1800,m,black
1801,m,black
1802,f,black
1803,m,black
1804,m,hispanic
1805,f,black
1806,m,black
1807,m,white
1808,m,white
1809,f,white
1810,f,black
1811,m,white
1812,m,black
1813,m,black
1814,m,black
1815,m,white
1816,m,black
1817,m,white
1818,m,black
1819,m,black
1820,m,black
1821,m,white
1822,m,white
1823,m,white
1824,m,black
1825,m,black
1826,f,black
1827,m,black
1828,m,black
1829,m,black
1830,m,black
1831,f,white
1832,m,black
1833,m,black
1834,m,black
1835,m,black
1836,f,black
1837,m,white
1838,m,black
1839,m,white
1840,m,black
1841,m,black
1842,f,white
1843,m,white
1844,m,black
1845,m,black
1846,m,black
1847,m,black
1848,m,black
1849,m,hispanic
1850,f,white
1851,m,white
1852,m,black
1853,m,white
1854,f,white
1855,m,black
1856,m,black
1857,m,white
1858,m,white
1859,m,black
1860,m,black
1861,m,black
1862,m,white
1863,m,white
1864,m,black
1865,f,white
1866,m,black
1867,m,black
1868,m,black
1869,m,black
1870,m,black
1871,m,black
1872,m,black
1873,m,black
1874,m,black
1875,m,white
1876,m,white
1877,f,black
1878,f,black
1879,m,white
1880,f,black
1881,m,white
1882,f,white
1883,m,black
1884,f,black
1885,m,white
1886,m,black
1887,m,white
1888,m,white
1889,m,black
1890,m,black
1891,m,black
1892,f,white
1893,m,black
1894,m,white
1895,m,hispanic
1896,m,black
1897,m,white
1898,m,black
1899,m,black
1900,m,white
1901,m,black
1902,m,black
1903,m,hispanic
1904,f,black
1905,m,black
1906,m,black
1907,m,black
1908,m,black
1909,m,black
1910,m,white
1911,m,black
1912,m,white
1913,m,hispanic
1914,m,black
1915,m,black
1916,m,black
1917,m,hispanic
1918,m,black
1919,m,hispanic
1920,f,white
1921,m,black
1922,m,black
1923,m,white
1924,m,white
1925,f,black
1926,m,hispanic
1927,m,white
1928,m,black
1929,f,black
1930,m,black
1931,m,black
1932,m,white
1933,m,black
1934,m,white
1935,m,black
1936,f,white
1937,m,black
1938,f,black
1939,m,black
1940,m,black
1941,m,white
1942,m,black
1943,m,white
1944,m,black
1945,f,white
1946,m,black
1947,m,black
1948,m,white
1949,m,black
1950,m,white
1951,m,black
1952,m,black
1953,m,black
1954,m,black
1955,m,white
1956,m,white
1957,m,black
1958,f,white
1959,f,white
1960,m,black
1961,m,white
1962,m,white
1963,m,white
1964,m,black
1965,m,black
1966,m,white
1967,m,black
1968,m,hispanic
1969,m,white
1970,m,black
1971,m,black
1972,m,black
1973,m,black
1974,m,black
1975,f,white
1976,m,black
1977,m,white
1978,m,white
1979,m,white
1980,m,black
1981,m,hispanic
1982,m,black
1983,m,black
1984,f,white
1985,m,white
1986,m,black
1987,m,black
1988,f,white
1989,m,black
1990,f,black
1991,f,white
1992,m,black
1993,m,white
1994,m,white
1995,m,black
1996,m,black
1997,m,black
1998,m,black
1999,m,black
2000,m,black
2001,m,black
2002,m,black
2003,m,white
2004,m,white
2005,m,white
2006,m,black
2007,m,black
2008,m,white
2009,m,black
2010,m,black
2011,f,black
2012,m,black
2013,m,white
2014,m,black
2015,m,white
2016,m,black
2017,m,black
2018,m,white
2019,m,white
2020,m,white
2021,m,black
2022,m,black
2023,m,black
2024,m,white
2025,m,black
2026,f,white
2027,m,white
2028,m,black
2029,m,black
2030,m,black
2031,m,black
2032,m,black
2033,f,black
2034,m,black
2035,m,hispanic
2036,m,black
2037,m,white
2038,m,white
2039,m,black
2040,m,black
2041,m,white
2042,m,black
2043,f,white
2044,m,white
2045,m,black
2046,m,black
2047,m,white
2048,m,black
2049,m,white
2050,f,white
2051,m,black
2052,m,black
2053,m,black
2054,m,black
2055,m,black
2056,f,white
2057,m,white
2058,f,white
2059,m,white
2060,m,black
2061,m,white
2062,m,black
2063,m,white
2064,m,black
2065,m,hispanic
2066,m,black
2067,m,black
2068,m,hispanic
2069,m,black
2070,m,white
2071,m,white
2072,m,black
2073,m,black
2074,m,hispanic
2075,m,black
2076,f,black
2077,m,black
2078,m,black
2079,m,black
2080,f,white
2081,m,black
2082,m,white
2083,m,white
2084,m,black
2085,m,white
2086,m,black
2087,m,white
2088,m,black
2089,m,white
2090,m,black
2091,m,black
2092,f,black
2093,m,white
2094,f,black
2095,f,white
2096,f,white
2097,m,black
